"Problem","Package","File","Line","Priority","Description","Rule set","Rule"
"4947","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","63","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4948","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","64","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4949","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","68","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"4950","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","69","Avoid variables with short names like em","Naming Rules","ShortVariable"
"4951","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","69","Avoid variables with short names like em","Naming Rules","ShortVariable"
"4952","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","69","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4953","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","74","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4954","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","74","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4955","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","77","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4956","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderBeanTest.java","3","77","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4957","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","4","3","Avoid unused imports such as 'java.rmi.RemoteException'","Import Statement Rules","UnusedImports"
"4958","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","4","3","Avoid unused imports such as 'java.rmi.RemoteException'","Import Statement Rules","UnusedImports"
"4959","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","4","10","Avoid unused imports such as 'edu.wustl.cab2b.server.ejb.path.PathFinderBean'","Import Statement Rules","UnusedImports"
"4960","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","4","10","Avoid unused imports such as 'edu.wustl.cab2b.server.ejb.path.PathFinderBean'","Import Statement Rules","UnusedImports"
"4961","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","10","No need to import a type that's in the same package","Import Statement Rules","ImportFromSamePackage"
"4962","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","10","No need to import a type that's in the same package","Import Statement Rules","ImportFromSamePackage"
"4963","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","17","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"4964","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4965","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","18","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"4966","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","38","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4967","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","59","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4968","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","59","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4969","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","59","assertTrue(true) or similar statements are unnecessary","JUnit Rules","UnnecessaryBooleanAssertion"
"4970","edu.wustl.cab2b.server.ejb.path","source/server/test/edu/wustl/cab2b/server/ejb/path/PathFinderFetchPathRecordsTest.java","3","59","assertTrue(true) or similar statements are unnecessary","JUnit Rules","UnnecessaryBooleanAssertion"
"4971","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","18","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"4972","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"4973","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","19","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"4974","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","27","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4975","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","37","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4976","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","42","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4977","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","42","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4978","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","45","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4979","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","45","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4980","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","48","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4981","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","48","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4982","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","50","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4983","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","52","Avoid variables with short names like rs","Naming Rules","ShortVariable"
"4984","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","52","Avoid variables with short names like rs","Naming Rules","ShortVariable"
"4985","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","56","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4986","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","56","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4987","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","63","Avoid variables with short names like id","Naming Rules","ShortVariable"
"4988","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","63","Avoid variables with short names like id","Naming Rules","ShortVariable"
"4989","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","63","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4990","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","64","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4991","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","65","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4992","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","65","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4993","edu.wustl.cab2b.server.ejb.sqlquery","source/server/test/edu/wustl/cab2b/server/ejb/sqlquery/SQLQueryBeanTest.java","3","66","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"4994","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","21","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"4995","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","28","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4996","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","29","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"4997","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","34","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4998","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","34","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"4999","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","42","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5000","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","42","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5001","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","46","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5002","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","46","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5003","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","49","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5004","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","51","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5005","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","52","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5006","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","54","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5007","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","54","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5008","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","55","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5009","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","55","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5010","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","56","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5011","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","61","Parameter 'modelElement' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5012","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","61","Parameter 'xpathExpression' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5013","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","67","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5014","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelParserTest.java","3","67","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"5015","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","12","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5016","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","19","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5017","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","20","Avoid variables with short names like p","Naming Rules","ShortVariable"
"5018","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","20","Avoid variables with short names like p","Naming Rules","ShortVariable"
"5019","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","20","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5020","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","21","Avoid variables with short names like e1","Naming Rules","ShortVariable"
"5021","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","21","Avoid variables with short names like e1","Naming Rules","ShortVariable"
"5022","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","21","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5023","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","22","Avoid variables with short names like e2","Naming Rules","ShortVariable"
"5024","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","22","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5025","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","23","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5026","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","33","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5027","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","33","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5028","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","36","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5029","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","36","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5030","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/DomainModelProcessorTest.java","3","39","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5031","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","21","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5032","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","25","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5033","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","26","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5034","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","27","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5035","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","27","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5036","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","31","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5037","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","32","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5038","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","34","Avoid variables with short names like e1","Naming Rules","ShortVariable"
"5039","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","34","Avoid variables with short names like e1","Naming Rules","ShortVariable"
"5040","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","34","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5041","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","45","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5042","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","45","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5043","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","52","Avoid variables with short names like e0","Naming Rules","ShortVariable"
"5044","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","52","Avoid variables with short names like e0","Naming Rules","ShortVariable"
"5045","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","55","Avoid variables with short names like e2","Naming Rules","ShortVariable"
"5046","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","69","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5047","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","173","Parameter 'association' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5048","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","195","Avoid excessively long variable names like returnedAssociation","Naming Rules","LongVariable"
"5049","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","195","Parameter 'expected' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5050","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathFinderTest.java","3","195","Parameter 'returnedAssociation' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"5051","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","8","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5052","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","9","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5053","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","9","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5054","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","17","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5055","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","18","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5056","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","18","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5057","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","19","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5058","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","19","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5059","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","20","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5060","edu.wustl.cab2b.server.path","source/server/test/edu/wustl/cab2b/server/path/PathRecordTest.java","3","29","Document empty method","Design Rules","UncommentedEmptyMethod"
"5061","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","15","Each class should declare at least one constructor","Controversial Rules","AtLeastOneConstructor"
"5062","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5063","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","16","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5064","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5065","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","18","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5066","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"5067","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","20","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"5068","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","27","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5069","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","29","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5070","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","29","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5071","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","34","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5072","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","35","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5073","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","35","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5074","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","42","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5075","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","43","JUnit assertions should include a message","JUnit Rules","JUnitAssertionsShouldIncludeMessage"
"5076","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","44","Avoid variables with short names like p","Naming Rules","ShortVariable"
"5077","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","44","Avoid variables with short names like p","Naming Rules","ShortVariable"
"5078","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","44","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5079","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","52","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"5080","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","55","Avoid variables with short names like p","Naming Rules","ShortVariable"
"5081","edu.wustl.cab2b.server.path.pathgen","source/server/test/edu/wustl/cab2b/server/path/pathgen/GraphPathFinderTest.java","3","55","Avoid variables with short names like p","Naming Rules","ShortVariable"
